date,customer_id,product,price,quantity,coupon_code,shipping_city,country,total_price
2024-07-24,eb47a5c9-9a03-487f-a404-f476a6ff5ed5,Smartphone,699.99,5,20OFF,Ottawa,Canada,3499.95
2024-09-27,574c1e16-f70d-4c93-8826-ea0106f67f37,Monitor,249.99,9,,Calgary,Canada,2249.91
2024-07-17,e424c4ce-fcc5-4257-8ea2-9ad86c9c646c,Monitor,249.99,3,10OFF,Phoenix,USA,749.97
2024-08-12,6f4e3e3b-5a77-4823-ae35-3e97b8d3923d,Keyboard,89.99,8,,Manchester,UK,719.92
2025-02-25,59f18819-6d73-488d-b179-e1804b8b2eef,Monitor,249.99,2,FREESHIP,New York,USA,499.98
2025-01-06,e0cb254b-888a-423f-8844-3098b351cb59,Smartphone,699.99,3,10OFF,Phoenix,USA,2099.97
2024-06-05,529c9e09-96ce-4719-8d96-6a3f1e5d5b95,Smartphone,699.99,6,FREESHIP,Calgary,Canada,4199.94
2025-05-26,53435cd7-47bc-4e49-a3f2-c1d538faeeae,Keyboard,89.99,1,,Toronto,Canada,89.99
2025-03-03,a1c4c281-f6ad-48ba-984f-1c604de69b8a,Smartphone,699.99,7,NO_CODE,Ottawa,Canada,4899.93
2024-08-03,28f6e8f3-5d67-4f13-9923-1e01a61110c8,Keyboard,89.99,7,NO_CODE,Ottawa,Canada,629.93
2025-04-04,dbb8d4e7-1546-4bcc-be1f-5ee77c6349f2,Laptop,999.99,4,20OFF,Los Angeles,USA,3999.96
2025-05-12,026a3338-1344-4f9e-8a72-ea9503997397,Smartphone,699.99,5,20OFF,Glasgow,UK,3499.95
2024-12-10,f7054c50-ba30-4afa-bf14-b1b89fd03e74,Smartphone,699.99,6,,Glasgow,UK,4199.94
2024-12-21,dbdc6ce8-ad21-452a-a34c-003ea758fa20,Smartphone,699.99,2,10OFF,Toronto,Canada,1399.98
2024-09-23,05946cd1-da04-4aea-9d09-e7ad47dacf87,Monitor,249.99,2,FREESHIP,Glasgow,UK,499.98
2024-12-27,1cc1c955-65eb-4967-a6d5-a4a66c53eb5c,Laptop,999.99,9,,Montreal,Canada,8999.91
2024-08-10,4f16c542-b44d-4b94-beeb-6011bff5ed6c,Monitor,249.99,6,,Ottawa,Canada,1499.94
2024-07-11,69381bcd-7fdb-4388-b57d-02f1d20afb1f,Laptop,999.99,2,,Ottawa,Canada,1999.98
2024-09-21,e1a3c152-d0e6-4c4a-8087-1542fd9be0d6,Headphones,149.99,7,20OFF,Houston,USA,1049.93
2024-06-05,17502e76-5591-43ea-8b5d-9728e9521be6,Keyboard,89.99,6,NO_CODE,Manchester,UK,539.94
2024-11-21,f1d3070d-6f42-4208-9044-44f29b737365,Smartphone,699.99,2,20OFF,Glasgow,UK,1399.98
2024-12-09,50083a7d-03d7-418f-881f-6a41e3657b52,Headphones,149.99,10,FREESHIP,Ottawa,Canada,1499.9
2024-08-25,3c19f7b3-593b-48cc-a15f-2cd9c42eca32,Monitor,249.99,3,,Calgary,Canada,749.97
2024-09-28,91a05681-7e95-4108-b3ae-fdd63ac2ca88,Laptop,999.99,4,10OFF,Vancouver,Canada,3999.96
2024-09-10,994f7c70-14a0-48ea-a321-92c6c9099843,Headphones,149.99,3,10OFF,Houston,USA,449.97
2025-01-11,fa51df10-84db-40ab-8aaa-7a6024219485,Headphones,149.99,1,,Manchester,UK,149.99
2024-12-28,0da782ca-2b1e-455c-8452-f53ed6c21b2d,Smartphone,699.99,4,NO_CODE,Vancouver,Canada,2799.96
2024-10-06,8c553e6e-7205-46f2-8b5a-a84871737d06,Headphones,149.99,7,NO_CODE,Chicago,USA,1049.93
2024-12-22,3b89134a-3d55-405b-9d76-67b0c00eebdf,Smartphone,699.99,3,20OFF,Phoenix,USA,2099.97
2025-02-09,e3dc3cff-651d-4908-9ff8-157979bc567c,Headphones,149.99,2,,Birmingham,UK,299.98
2025-01-20,7a11ed0d-8944-4005-b3a0-b4987ac9366d,Laptop,999.99,5,FREESHIP,Los Angeles,USA,4999.95
2024-09-14,060f74fa-b9cb-4d96-b13e-25c8f4e4ca42,Headphones,149.99,4,FREESHIP,Toronto,Canada,599.96
2025-04-14,59b4485e-6ef2-4efe-9b1c-fd34a845ff3f,Laptop,999.99,3,,Leeds,UK,2999.97
2024-11-22,95d05bcb-33d4-470d-8321-b2f2faac12f6,Monitor,249.99,6,20OFF,Montreal,Canada,1499.94
2024-09-03,1b1c8124-bd45-41dc-baab-6a62497bf956,Headphones,149.99,9,,Calgary,Canada,1349.91
2024-05-31,4d02c778-bc11-4817-b2f3-5da679abd5e1,Monitor,249.99,9,NO_CODE,Phoenix,USA,2249.91
2024-12-25,3af953de-b58c-464e-9bc1-eb445c01f51b,Monitor,249.99,2,10OFF,London,UK,499.98
2025-03-13,8290854d-e8f9-449c-acf2-5e53a4aba845,Keyboard,89.99,3,NO_CODE,Phoenix,USA,269.97
2024-07-12,076b4b59-f9bf-4ab5-a2da-1164ff8f95e8,Smartphone,699.99,10,10OFF,New York,USA,6999.9
2024-12-23,678bd816-3e22-4346-9363-dc1ff3ef225c,Headphones,149.99,2,,Los Angeles,USA,299.98
2024-06-08,56116598-e9f6-4d35-9ba3-b93e86e6eba4,Laptop,999.99,6,FREESHIP,New York,USA,5999.94
2024-11-12,a1f435aa-2f3c-4603-bf95-ce9ed1de4ce5,Monitor,249.99,9,20OFF,New York,USA,2249.91
2024-08-01,b9a72400-96fe-4acd-853c-e25c1f641c9d,Laptop,999.99,8,FREESHIP,Manchester,UK,7999.92
2024-06-20,f7d9c7b8-4d20-4427-8eec-331b9418951c,Monitor,249.99,2,,New York,USA,499.98
2025-02-18,9290a51f-c8cd-48a7-87d8-94250353cc01,Monitor,249.99,7,,Birmingham,UK,1749.93
2024-12-12,6283ce4d-0db1-4608-aed5-18b5279ea417,Smartphone,699.99,8,10OFF,Houston,USA,5599.92
2024-10-10,cd365617-a8fe-4720-98b6-163b75f81bf7,Laptop,999.99,9,20OFF,Ottawa,Canada,8999.91
2025-01-17,65219c72-dab4-4031-b6cd-d83c315d9318,Monitor,249.99,2,20OFF,Montreal,Canada,499.98
2025-03-20,9251dcfb-fd87-4866-8869-4df1b28f5884,Monitor,249.99,4,10OFF,Toronto,Canada,999.96
2025-04-06,6737ecb7-4aaf-436c-bf5d-a47bebdffe2b,Laptop,999.99,7,NO_CODE,London,UK,6999.93
2024-06-10,d2651f83-f3d3-41fd-9a05-b6770a9f07c1,Smartphone,699.99,10,FREESHIP,London,UK,6999.9
2025-05-07,7271c01e-f25c-4b03-8108-79067225b7b8,Monitor,249.99,10,,Leeds,UK,2499.9
2024-08-23,8b9225fc-eea1-4a2f-8580-14eb8bf6e4ea,Monitor,249.99,4,NO_CODE,Ottawa,Canada,999.96
2024-11-11,6e0b456a-7f92-4bbb-b2e2-309b1e340364,Laptop,999.99,9,20OFF,Houston,USA,8999.91
2024-12-10,7baf408f-5595-485a-b7c3-191d084126b4,Keyboard,89.99,8,NO_CODE,Calgary,Canada,719.92
2024-09-10,7023cc15-8c62-4023-98d5-763d5cd75cb3,Laptop,999.99,7,,New York,USA,6999.93
2024-09-29,c6ad7c9e-4052-426b-aaef-696ec42d17a5,Monitor,249.99,6,,Los Angeles,USA,1499.94
2024-12-03,d725e608-8e6b-4192-a00b-53c39988c53e,Monitor,249.99,3,10OFF,Los Angeles,USA,749.97
2024-06-27,5a3252e7-d729-46d5-bd83-8340976402c2,Headphones,149.99,6,10OFF,Leeds,UK,899.94
2024-07-21,31415134-944d-4826-8fa5-bef54963205b,Headphones,149.99,9,20OFF,Vancouver,Canada,1349.91
2024-12-21,6b16ba5e-2856-433d-a691-473a686e5c7e,Keyboard,89.99,2,FREESHIP,New York,USA,179.98
2024-06-03,7a7a0384-2cd8-4cb8-add4-20f021636aa8,Headphones,149.99,9,NO_CODE,Manchester,UK,1349.91
2024-09-10,34fad1dc-d8b2-46f5-bac3-33ec474e0e04,Headphones,149.99,7,20OFF,Toronto,Canada,1049.93
2025-01-05,363cfaf0-cf8f-4f07-8d08-76a4670360d5,Laptop,999.99,10,10OFF,Toronto,Canada,9999.9
2024-09-24,ec86ccfe-4206-4088-9bfb-2296a94eddc5,Laptop,999.99,2,20OFF,Toronto,Canada,1999.98
2025-01-15,92e52de1-e409-4cba-83c9-9fd9b82e70b9,Keyboard,89.99,7,10OFF,Chicago,USA,629.93
2025-03-10,dc1c98ee-3dec-4614-a377-eaba4b08e163,Monitor,249.99,3,20OFF,Vancouver,Canada,749.97
2024-07-03,646604c5-a7fe-46c5-9616-437a200bcfb1,Smartphone,699.99,5,,Manchester,UK,3499.95
2025-02-01,04cb66a5-c2a4-4ad9-a1c0-f12cb5c96ef6,Smartphone,699.99,8,,Ottawa,Canada,5599.92
2025-04-29,852b2a70-dfdb-4d13-8a89-209cfeb68ef8,Smartphone,699.99,8,FREESHIP,Phoenix,USA,5599.92
2024-06-18,c048502b-5792-40a0-a0a4-90bf3b8d8581,Smartphone,699.99,3,,London,UK,2099.97
2024-09-11,8c8c4768-0e5e-4f5d-8236-784f05e309fd,Laptop,999.99,9,10OFF,Leeds,UK,8999.91
2025-05-03,3c5d27e7-7f2b-45a4-927e-989ff873ef36,Laptop,999.99,1,NO_CODE,Birmingham,UK,999.99
2024-08-22,f788537a-f298-4546-a617-4a0f868a70fe,Laptop,999.99,1,20OFF,Glasgow,UK,999.99
2024-06-21,f570417d-71e0-4592-bc86-3c00affdcf5b,Laptop,999.99,3,FREESHIP,Calgary,Canada,2999.97
2025-05-16,316db940-8096-429e-92f7-225c4b7ecd7d,Smartphone,699.99,1,NO_CODE,Chicago,USA,699.99
2024-05-30,db8267f7-ee41-4524-8258-47539f432605,Smartphone,699.99,9,,Montreal,Canada,6299.91
2025-01-30,934b2c21-2a51-47a9-8555-0433b3776b63,Laptop,999.99,1,,Houston,USA,999.99
2025-03-27,b46c5593-268f-4cd2-9e59-72b2b1ed2791,Keyboard,89.99,8,20OFF,Manchester,UK,719.92
2025-02-19,84f9346b-5141-4efe-9663-31fd1dc3abd8,Headphones,149.99,5,20OFF,Montreal,Canada,749.95
2024-06-13,5ba2b0bc-bf22-4c89-9441-ba85eec37eff,Keyboard,89.99,7,20OFF,Ottawa,Canada,629.93
2025-05-12,eccc2f31-2922-4917-b06e-8234b21d1294,Smartphone,699.99,7,20OFF,Chicago,USA,4899.93
2024-11-08,6dbca148-d599-4df2-8502-b87701a92ca2,Headphones,149.99,4,,Montreal,Canada,599.96
2025-05-06,68cd314c-cfe6-4540-8872-04f39972e1c8,Laptop,999.99,9,FREESHIP,Birmingham,UK,8999.91
2024-06-22,4834f388-bcc1-481c-a4ce-cfbf78026116,Headphones,149.99,8,NO_CODE,Leeds,UK,1199.92
2024-06-04,6379c74a-ffb3-4032-820a-6623949e45d5,Smartphone,699.99,10,NO_CODE,Los Angeles,USA,6999.9
2025-03-06,275ad103-855b-48a4-a52c-c748a88ff48e,Monitor,249.99,7,10OFF,Houston,USA,1749.93
2024-11-19,7ef7b5bf-79d2-45d9-9d06-89b1ef5cb2a2,Headphones,149.99,5,FREESHIP,Toronto,Canada,749.95
2025-05-17,bd437a6a-4a29-4cb3-adac-223e64803aa5,Smartphone,699.99,4,10OFF,Calgary,Canada,2799.96
2024-12-07,6ce1ad8c-74c7-4afa-92a5-fa501171f4fa,Laptop,999.99,10,FREESHIP,Chicago,USA,9999.9
2025-01-28,d505bcff-fc43-4f5f-86cb-664430aa1488,Smartphone,699.99,7,,Manchester,UK,4899.93
2025-02-19,2c272fa4-efd2-405a-9b71-c30bed86fac3,Monitor,249.99,10,10OFF,Montreal,Canada,2499.9
2024-09-11,ab992e77-d401-4e02-8b98-434f1eaedd0f,Smartphone,699.99,6,FREESHIP,Phoenix,USA,4199.94
2024-10-27,44d5253b-317b-49f1-b3f4-72bc66211579,Monitor,249.99,2,FREESHIP,London,UK,499.98
2024-07-11,7b8c0952-bd5e-40f6-9e8a-5b0d19ff41c1,Smartphone,699.99,9,,Chicago,USA,6299.91
2024-06-07,5a2cee4d-a1a7-42d5-a262-5aea7e7bb1bb,Smartphone,699.99,4,FREESHIP,Leeds,UK,2799.96
2024-11-19,f1a8942d-5c29-48d8-890b-a71416d2f3c9,Keyboard,89.99,4,10OFF,Calgary,Canada,359.96
2024-10-21,4148911d-9b89-43ff-9da5-de894b1c900b,Monitor,249.99,7,FREESHIP,Leeds,UK,1749.93
2024-10-02,b24c9023-180f-4762-8e17-626d8cf2263c,Keyboard,89.99,1,NO_CODE,Montreal,Canada,89.99
2024-09-27,f963bdd2-f6b2-4506-94bd-456d0b938317,Headphones,149.99,3,NO_CODE,New York,USA,449.97
2025-03-16,40272b19-30d9-412d-8190-5b523c488333,Monitor,249.99,9,20OFF,Calgary,Canada,2249.91
2024-10-06,4e2ffb19-25c8-4222-96b1-fead379936e5,Keyboard,89.99,4,NO_CODE,London,UK,359.96
2024-10-25,27e92a92-d861-4c2d-8e1c-cac65e4ccb21,Keyboard,89.99,3,NO_CODE,Los Angeles,USA,269.97
2024-06-16,33eee7b6-a067-4b1a-872a-5047ae8b5691,Laptop,999.99,3,NO_CODE,Vancouver,Canada,2999.97
2025-04-06,6c4b0f27-f879-4d05-9647-f43d7328eec2,Monitor,249.99,4,10OFF,Manchester,UK,999.96
2025-05-11,85f39cfd-bedf-4237-8d1c-04ba18866b96,Monitor,249.99,9,10OFF,Los Angeles,USA,2249.91
2025-03-01,7f9f1f92-916e-41ad-b27b-b9eee5c19c7c,Monitor,249.99,9,20OFF,Vancouver,Canada,2249.91
2024-07-09,bac40f4f-17e0-43d5-a8f9-bc304c9797c8,Smartphone,699.99,10,FREESHIP,Ottawa,Canada,6999.9
2024-08-10,ac1e7add-be8e-476b-ba69-deeae7834fd9,Headphones,149.99,6,10OFF,New York,USA,899.94
2024-06-02,887bb532-2927-46de-a505-4dd6d7351e81,Smartphone,699.99,6,,Los Angeles,USA,4199.94
2024-11-29,c5af70b5-869a-450d-9a75-fef28e358591,Monitor,249.99,4,,Glasgow,UK,999.96
